member	max_range	min_range	context
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_80_to_100_hard	100	80	value
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_80_to_100_legendary	100	80	value
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_80_to_100_normal	100	80	value
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_80_to_100_very_hard	100	80	value
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_0_to_20_easy	19	0	value
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_0_to_20_hard	19	0	value
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_0_to_20_legendary	19	0	value
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_0_to_20_normal	19	0	value
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_0_to_20_very_hard	19	0	value
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_20_to_40_easy	39	20	value
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_20_to_40_hard	39	20	value
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_20_to_40_legendary	39	20	value
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_20_to_40_normal	39	20	value
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_20_to_40_very_hard	39	20	value
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_40_to_60_easy	59	40	value
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_40_to_60_hard	59	40	value
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_40_to_60_legendary	59	40	value
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_40_to_60_normal	59	40	value
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_40_to_60_very_hard	59	40	value
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_60_to_80_easy	79	60	value
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_60_to_80_hard	79	60	value
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_60_to_80_legendary	79	60	value
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_60_to_80_normal	79	60	value
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_60_to_80_very_hard	79	60	value
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_80_to_100_easy	100	80	value
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_80_to_100_hard	100	80	value
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_80_to_100_legendary	100	80	value
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_80_to_100_normal	100	80	value
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_80_to_100_very_hard	100	80	value
3k_main_campaign_group_member_settlement_display_population_density_high	100	70	percentage_of_capacity
3k_main_campaign_group_member_settlement_display_population_density_high_city_1	100	70	percentage_of_capacity
3k_main_campaign_group_member_settlement_display_population_density_high_city_10	100	70	percentage_of_capacity
3k_main_campaign_group_member_settlement_display_population_density_high_city_2	100	70	percentage_of_capacity
3k_main_campaign_group_member_settlement_display_population_density_high_city_3	100	70	percentage_of_capacity
3k_main_campaign_group_member_settlement_display_population_density_high_city_4	100	70	percentage_of_capacity
3k_main_campaign_group_member_settlement_display_population_density_high_city_5	100	70	percentage_of_capacity
3k_main_campaign_group_member_settlement_display_population_density_high_city_6	100	70	percentage_of_capacity
3k_main_campaign_group_member_settlement_display_population_density_high_city_7	100	70	percentage_of_capacity
3k_main_campaign_group_member_settlement_display_population_density_high_city_8	100	70	percentage_of_capacity
3k_main_campaign_group_member_settlement_display_population_density_high_city_9	100	70	percentage_of_capacity
3k_main_campaign_group_member_settlement_display_population_density_low	29	0	percentage_of_capacity
3k_main_campaign_group_member_settlement_display_population_density_low_city_1	29	0	percentage_of_capacity
3k_main_campaign_group_member_settlement_display_population_density_low_city_10	29	0	percentage_of_capacity
3k_main_campaign_group_member_settlement_display_population_density_low_city_2	29	0	percentage_of_capacity
3k_main_campaign_group_member_settlement_display_population_density_low_city_3	29	0	percentage_of_capacity
3k_main_campaign_group_member_settlement_display_population_density_low_city_4	29	0	percentage_of_capacity
3k_main_campaign_group_member_settlement_display_population_density_low_city_5	29	0	percentage_of_capacity
3k_main_campaign_group_member_settlement_display_population_density_low_city_6	29	0	percentage_of_capacity
3k_main_campaign_group_member_settlement_display_population_density_low_city_7	29	0	percentage_of_capacity
3k_main_campaign_group_member_settlement_display_population_density_low_city_8	29	0	percentage_of_capacity
3k_main_campaign_group_member_settlement_display_population_density_low_city_9	29	0	percentage_of_capacity
3k_main_campaign_group_member_settlement_display_population_density_medium	69	30	percentage_of_capacity
3k_main_campaign_group_member_settlement_display_population_density_medium_city_1	69	30	percentage_of_capacity
3k_main_campaign_group_member_settlement_display_population_density_medium_city_10	69	30	percentage_of_capacity
3k_main_campaign_group_member_settlement_display_population_density_medium_city_2	69	30	percentage_of_capacity
3k_main_campaign_group_member_settlement_display_population_density_medium_city_3	69	30	percentage_of_capacity
3k_main_campaign_group_member_settlement_display_population_density_medium_city_4	69	30	percentage_of_capacity
3k_main_campaign_group_member_settlement_display_population_density_medium_city_5	69	30	percentage_of_capacity
3k_main_campaign_group_member_settlement_display_population_density_medium_city_6	69	30	percentage_of_capacity
3k_main_campaign_group_member_settlement_display_population_density_medium_city_7	69	30	percentage_of_capacity
3k_main_campaign_group_member_settlement_display_population_density_medium_city_8	69	30	percentage_of_capacity
3k_main_campaign_group_member_settlement_display_population_density_medium_city_9	69	30	percentage_of_capacity
3k_main_campaign_group_member_settlement_display_siege_sprawl_distance_1	1	1	distance
3k_main_campaign_group_member_settlement_display_siege_sprawl_distance_2	2	2	distance
3k_main_campaign_group_member_settlement_display_siege_sprawl_distance_3	3	3	distance
3k_main_campaign_group_member_settlement_population_pool_level_1	500	1	value
3k_main_campaign_group_member_settlement_population_pool_level_10	5000000	1000001	value
3k_main_campaign_group_member_settlement_population_pool_level_2	1500	501	value
3k_main_campaign_group_member_settlement_population_pool_level_3	5000	1501	value
3k_main_campaign_group_member_settlement_population_pool_level_4	15000	5001	value
3k_main_campaign_group_member_settlement_population_pool_level_5	50000	15001	value
3k_main_campaign_group_member_settlement_population_pool_level_6	100000	50001	value
3k_main_campaign_group_member_settlement_population_pool_level_7	200000	100001	value
3k_main_campaign_group_member_settlement_population_pool_level_8	500000	200001	value
3k_main_campaign_group_member_settlement_population_pool_level_9	1000000	500001	value
3k_main_campaign_group_member_supply_stockpile_abundant	2147483647	151	value
3k_main_campaign_group_member_supply_stockpile_easy_abundant	2147483647	151	value
3k_main_campaign_group_member_supply_stockpile_easy_empty	0	-1	value
3k_main_campaign_group_member_supply_stockpile_easy_full	150	121	value
3k_main_campaign_group_member_supply_stockpile_easy_limited	20	1	value
3k_main_campaign_group_member_supply_stockpile_easy_stable	80	41	value
3k_main_campaign_group_member_supply_stockpile_easy_supplied	120	81	value
3k_main_campaign_group_member_supply_stockpile_easy_tight	40	21	value
3k_main_campaign_group_member_supply_stockpile_empty	0	-1	value
3k_main_campaign_group_member_supply_stockpile_full	150	121	value
3k_main_campaign_group_member_supply_stockpile_legendary_abundant	2147483647	151	value
3k_main_campaign_group_member_supply_stockpile_legendary_empty	0	-1	value
3k_main_campaign_group_member_supply_stockpile_legendary_full	150	121	value
3k_main_campaign_group_member_supply_stockpile_legendary_limited	20	1	value
3k_main_campaign_group_member_supply_stockpile_legendary_stable	80	41	value
3k_main_campaign_group_member_supply_stockpile_legendary_supplied	120	81	value
3k_main_campaign_group_member_supply_stockpile_legendary_tight	40	21	value
3k_main_campaign_group_member_supply_stockpile_limited	20	1	value
3k_main_campaign_group_member_supply_stockpile_stable	80	41	value
3k_main_campaign_group_member_supply_stockpile_supplied	120	81	value
3k_main_campaign_group_member_supply_stockpile_tight	40	21	value
3k_main_campaign_group_member_supply_stockpile_very_hard_abundant	2147483647	151	value
3k_main_campaign_group_member_supply_stockpile_very_hard_empty	0	-1	value
3k_main_campaign_group_member_supply_stockpile_very_hard_full	150	121	value
3k_main_campaign_group_member_supply_stockpile_very_hard_limited	20	1	value
3k_main_campaign_group_member_supply_stockpile_very_hard_stable	80	41	value
3k_main_campaign_group_member_supply_stockpile_very_hard_supplied	120	81	value
3k_main_campaign_group_pooled_resource_kong_rong_monopoly_1	19	0	value
3k_main_campaign_group_pooled_resource_kong_rong_monopoly_2	39	20	value
3k_main_campaign_group_pooled_resource_kong_rong_monopoly_3	59	40	value
3k_main_campaign_group_pooled_resource_kong_rong_monopoly_4	79	60	value
3k_main_campaign_group_pooled_resource_kong_rong_monopoly_5	100	80	value
3k_main_campaign_group_settlement_display_population_density_high_resource_1	100	70	percentage_of_capacity
3k_main_campaign_group_settlement_display_population_density_high_resource_2	100	70	percentage_of_capacity
3k_main_campaign_group_settlement_display_population_density_high_resource_3	100	70	percentage_of_capacity
3k_main_campaign_group_settlement_display_population_density_high_resource_4	100	70	percentage_of_capacity
3k_main_campaign_group_settlement_display_population_density_high_resource_5	100	70	percentage_of_capacity
3k_main_campaign_group_settlement_display_population_density_low_resource_1	29	0	percentage_of_capacity
3k_main_campaign_group_settlement_display_population_density_low_resource_2	29	0	percentage_of_capacity
3k_main_campaign_group_settlement_display_population_density_low_resource_3	29	0	percentage_of_capacity
3k_main_campaign_group_settlement_display_population_density_low_resource_4	29	0	percentage_of_capacity
3k_main_campaign_group_settlement_display_population_density_low_resource_5	29	0	percentage_of_capacity
3k_main_campaign_group_settlement_display_population_density_medium_resource_1	69	30	percentage_of_capacity
3k_main_campaign_group_settlement_display_population_density_medium_resource_2	69	30	percentage_of_capacity
3k_main_campaign_group_settlement_display_population_density_medium_resource_3	69	30	percentage_of_capacity
3k_main_campaign_group_settlement_display_population_density_medium_resource_4	69	30	percentage_of_capacity
3k_main_campaign_group_settlement_display_population_density_medium_resource_5	69	30	percentage_of_capacity
ep_campaign_group_member_political_action_banish_sima_jiong_remove_tier_1	3	0	target_level
ep_campaign_group_member_political_action_banish_sima_jiong_remove_tier_2	6	4	target_level
ep_campaign_group_member_political_action_banish_sima_jiong_remove_tier_3	9	7	target_level
ep_campaign_group_member_political_action_banish_sima_jiong_remove_tier_4	10	10	target_level
ep_campaign_group_member_pooled_resource_brain_level_0	19	0	value
ep_campaign_group_member_pooled_resource_brain_level_1	49	20	value
ep_campaign_group_member_pooled_resource_brain_level_2	99	50	value
ep_campaign_group_member_pooled_resource_brain_level_3	149	100	value
ep_campaign_group_member_pooled_resource_brain_level_4	224	150	value
ep_campaign_group_member_pooled_resource_brain_level_5	250	225	value
ep_campaign_group_member_pooled_resource_control_level_1	19	0	value
ep_campaign_group_member_pooled_resource_control_level_2	39	20	value
ep_campaign_group_member_pooled_resource_control_level_3	59	40	value
ep_campaign_group_member_pooled_resource_control_level_4	79	60	value
ep_campaign_group_member_pooled_resource_control_level_5	100	80	value
ep_campaign_group_member_pooled_resource_demesne_level_1	9999	1	value
ep_campaign_group_member_pooled_resource_demesne_level_2	0	0	value
ep_campaign_group_member_pooled_resource_demesne_level_3	-1	-1	value
ep_campaign_group_member_pooled_resource_demesne_level_4	-2	-2	value
ep_campaign_group_member_pooled_resource_demesne_level_5	-3	-3	value
ep_campaign_group_member_pooled_resource_demesne_level_6	-4	-9999	value
ep_campaign_group_member_pooled_resource_fist_level_0	19	0	value
ep_campaign_group_member_pooled_resource_fist_level_1	49	20	value
ep_campaign_group_member_pooled_resource_fist_level_2	99	50	value
ep_campaign_group_member_pooled_resource_fist_level_3	149	100	value
ep_campaign_group_member_pooled_resource_fist_level_4	224	150	value
ep_campaign_group_member_pooled_resource_fist_level_5	250	225	value
ep_campaign_group_member_pooled_resource_heart_level_0	19	0	value
ep_campaign_group_member_pooled_resource_heart_level_1	49	20	value
ep_campaign_group_member_pooled_resource_heart_level_2	99	50	value
ep_campaign_group_member_pooled_resource_heart_level_3	149	100	value
ep_campaign_group_member_pooled_resource_heart_level_4	224	150	value
ep_campaign_group_member_pooled_resource_heart_level_5	250	225	value
ep_campaign_group_member_pooled_resource_influence_level_1	19	0	value
ep_campaign_group_member_pooled_resource_influence_level_2	39	20	value
ep_campaign_group_member_pooled_resource_influence_level_3	59	40	value
ep_campaign_group_member_pooled_resource_influence_level_4	79	60	value
ep_campaign_group_member_pooled_resource_influence_level_5	100	80	value
ep_campaign_group_member_pooled_resource_jurisdiction_level_1	4	0	value
ep_campaign_group_member_pooled_resource_jurisdiction_level_2	14	5	value
ep_campaign_group_member_pooled_resource_jurisdiction_level_3	29	15	value
ep_campaign_group_member_pooled_resource_jurisdiction_level_4	49	30	value
ep_campaign_group_member_pooled_resource_jurisdiction_level_5	74	50	value
ep_campaign_group_member_pooled_resource_jurisdiction_level_6	99	75	value
ep_campaign_group_member_pooled_resource_jurisdiction_level_7	100	100	value
ep_campaign_group_member_pooled_resource_money_level_0	19	0	value
ep_campaign_group_member_pooled_resource_money_level_1	49	20	value
ep_campaign_group_member_pooled_resource_money_level_2	99	50	value
ep_campaign_group_member_pooled_resource_money_level_3	149	100	value
ep_campaign_group_member_pooled_resource_money_level_4	224	150	value
ep_campaign_group_member_pooled_resource_money_level_5	250	225	value
ep_campaign_group_member_pooled_resource_reformation_level_1	19	0	value
ep_campaign_group_member_pooled_resource_reformation_level_2	39	20	value
ep_campaign_group_member_pooled_resource_reformation_level_3	59	40	value
ep_campaign_group_member_pooled_resource_reformation_level_4	79	60	value
ep_campaign_group_member_pooled_resource_reformation_level_5	100	80	value
ep_campaign_group_member_pooled_resource_sima_wei_level_1	25	0	value
ep_campaign_group_member_pooled_resource_sima_wei_level_2	50	26	value
ep_campaign_group_member_pooled_resource_sima_wei_level_3	75	51	value
ep_campaign_group_member_pooled_resource_sima_wei_level_4	100	76	value
ep_campaign_group_member_pooled_resource_subterfuge_level_1	15	0	value
ep_campaign_group_member_pooled_resource_subterfuge_level_2	50	16	value
ep_campaign_group_member_pooled_resource_subterfuge_level_3	85	51	value
ep_campaign_group_member_pooled_resource_subterfuge_level_4	100	86	value
ep_campaign_group_member_population_city_high	3000	2501	value
ep_campaign_group_member_population_city_low	2000	1751	value
ep_campaign_group_member_population_city_medium	2500	2001	value
ep_campaign_group_member_population_city_super_high	4000	3501	value
ep_campaign_group_member_population_city_very_high	3500	3001	value
ep_campaign_group_member_population_city_very_low	1750	1501	value
ep_campaign_group_member_population_metropolis_high	2147483647	5501	value
ep_campaign_group_member_population_metropolis_low	4500	4001	value
ep_campaign_group_member_population_metropolis_medium	5500	4501	value
ep_campaign_group_member_population_town_high	1000	801	value
ep_campaign_group_member_population_town_low	700	601	value
ep_campaign_group_member_population_town_medium	800	701	value
ep_campaign_group_member_population_town_super_high	1500	1251	value
ep_campaign_group_member_population_town_very_high	1250	1001	value
ep_campaign_group_member_population_town_very_low	600	501	value
ep_campaign_group_member_population_village_high	300	201	value
ep_campaign_group_member_population_village_low	100	51	value
ep_campaign_group_member_population_village_medium	200	101	value
ep_campaign_group_member_population_village_super_high	500	401	value
ep_campaign_group_member_population_village_very_high	400	301	value
ep_campaign_group_member_population_village_very_low	50	0	value
ep_campaign_group_member_supply_stockpile_abundant	2147483647	151	value
ep_campaign_group_member_supply_stockpile_empty	0	-1	value
ep_campaign_group_member_supply_stockpile_full	150	121	value
ep_campaign_group_member_supply_stockpile_limited	20	1	value
ep_campaign_group_member_supply_stockpile_stable	80	41	value
ep_campaign_group_member_supply_stockpile_supplied	120	81	value
ep_campaign_group_member_supply_stockpile_tight	40	21	value
