campaign_group	effect_type	effect_bundle
3k_main_campaign_group_supply_stockpile_very_hard_full	ABSOLUTE_VALUE	3k_main_effect_bundle_supply_stockpile_very_hard_5_full
3k_main_campaign_group_supply_stockpile_very_hard_limited	ABSOLUTE_VALUE	3k_main_effect_bundle_supply_stockpile_very_hard_1_limited
3k_main_campaign_group_supply_stockpile_very_hard_stable	ABSOLUTE_VALUE	3k_main_effect_bundle_supply_stockpile_very_hard_3_stable
3k_main_campaign_group_supply_stockpile_very_hard_supplied	ABSOLUTE_VALUE	3k_main_effect_bundle_supply_stockpile_very_hard_4_supplied
3k_main_campaign_group_supply_stockpile_very_hard_tight	ABSOLUTE_VALUE	3k_main_effect_bundle_supply_stockpile_very_hard_2_tight
ep_campaign_group_pooled_resource_brain_level_0	ABSOLUTE_VALUE	ep_effect_bundle_pooled_resource_alignment_brain_level_0
ep_campaign_group_pooled_resource_brain_level_1	ABSOLUTE_VALUE	ep_effect_bundle_pooled_resource_alignment_brain_level_1
ep_campaign_group_pooled_resource_brain_level_2	ABSOLUTE_VALUE	ep_effect_bundle_pooled_resource_alignment_brain_level_2
ep_campaign_group_pooled_resource_brain_level_3	ABSOLUTE_VALUE	ep_effect_bundle_pooled_resource_alignment_brain_level_3
ep_campaign_group_pooled_resource_brain_level_4	ABSOLUTE_VALUE	ep_effect_bundle_pooled_resource_alignment_brain_level_4
ep_campaign_group_pooled_resource_brain_level_5	ABSOLUTE_VALUE	ep_effect_bundle_pooled_resource_alignment_brain_level_5
ep_campaign_group_pooled_resource_control_level_1	PERCENTAGE_OF_CAPACITY	ep_effect_bundle_pooled_resource_control_level_1
ep_campaign_group_pooled_resource_control_level_2	PERCENTAGE_OF_CAPACITY	ep_effect_bundle_pooled_resource_control_level_2
ep_campaign_group_pooled_resource_control_level_3	PERCENTAGE_OF_CAPACITY	ep_effect_bundle_pooled_resource_control_level_3
ep_campaign_group_pooled_resource_control_level_4	PERCENTAGE_OF_CAPACITY	ep_effect_bundle_pooled_resource_control_level_4
ep_campaign_group_pooled_resource_control_level_5	PERCENTAGE_OF_CAPACITY	ep_effect_bundle_pooled_resource_control_level_5
ep_campaign_group_pooled_resource_demesne_level_1	ABSOLUTE_VALUE	ep_effect_bundle_pooled_resource_demesne_level_1
ep_campaign_group_pooled_resource_demesne_level_2	ABSOLUTE_VALUE	ep_effect_bundle_pooled_resource_demesne_level_2
ep_campaign_group_pooled_resource_demesne_level_3	ABSOLUTE_VALUE	ep_effect_bundle_pooled_resource_demesne_level_3
ep_campaign_group_pooled_resource_demesne_level_4	ABSOLUTE_VALUE	ep_effect_bundle_pooled_resource_demesne_level_4
ep_campaign_group_pooled_resource_demesne_level_5	ABSOLUTE_VALUE	ep_effect_bundle_pooled_resource_demesne_level_5
ep_campaign_group_pooled_resource_demesne_level_6	ABSOLUTE_VALUE	ep_effect_bundle_pooled_resource_demesne_level_6
ep_campaign_group_pooled_resource_fist_level_0	ABSOLUTE_VALUE	ep_effect_bundle_pooled_resource_alignment_fist_level_0
ep_campaign_group_pooled_resource_fist_level_1	ABSOLUTE_VALUE	ep_effect_bundle_pooled_resource_alignment_fist_level_1
ep_campaign_group_pooled_resource_fist_level_2	ABSOLUTE_VALUE	ep_effect_bundle_pooled_resource_alignment_fist_level_2
ep_campaign_group_pooled_resource_fist_level_3	ABSOLUTE_VALUE	ep_effect_bundle_pooled_resource_alignment_fist_level_3
ep_campaign_group_pooled_resource_fist_level_4	ABSOLUTE_VALUE	ep_effect_bundle_pooled_resource_alignment_fist_level_4
ep_campaign_group_pooled_resource_fist_level_5	ABSOLUTE_VALUE	ep_effect_bundle_pooled_resource_alignment_fist_level_5
ep_campaign_group_pooled_resource_heart_level_0	ABSOLUTE_VALUE	ep_effect_bundle_pooled_resource_alignment_heart_level_0
ep_campaign_group_pooled_resource_heart_level_1	ABSOLUTE_VALUE	ep_effect_bundle_pooled_resource_alignment_heart_level_1
ep_campaign_group_pooled_resource_heart_level_2	ABSOLUTE_VALUE	ep_effect_bundle_pooled_resource_alignment_heart_level_2
ep_campaign_group_pooled_resource_heart_level_3	ABSOLUTE_VALUE	ep_effect_bundle_pooled_resource_alignment_heart_level_3
ep_campaign_group_pooled_resource_heart_level_4	ABSOLUTE_VALUE	ep_effect_bundle_pooled_resource_alignment_heart_level_4
ep_campaign_group_pooled_resource_heart_level_5	ABSOLUTE_VALUE	ep_effect_bundle_pooled_resource_alignment_heart_level_5
ep_campaign_group_pooled_resource_influence_level_1	PERCENTAGE_OF_CAPACITY	ep_effect_bundle_pooled_resource_influence_level_1
ep_campaign_group_pooled_resource_influence_level_2	PERCENTAGE_OF_CAPACITY	ep_effect_bundle_pooled_resource_influence_level_2
ep_campaign_group_pooled_resource_influence_level_3	PERCENTAGE_OF_CAPACITY	ep_effect_bundle_pooled_resource_influence_level_3
ep_campaign_group_pooled_resource_influence_level_4	PERCENTAGE_OF_CAPACITY	ep_effect_bundle_pooled_resource_influence_level_4
ep_campaign_group_pooled_resource_influence_level_5	PERCENTAGE_OF_CAPACITY	ep_effect_bundle_pooled_resource_influence_level_5
ep_campaign_group_pooled_resource_jurisdiction_level_1	PERCENTAGE_OF_CAPACITY	ep_effect_bundle_pooled_resource_jurisdiction_level_1
ep_campaign_group_pooled_resource_jurisdiction_level_2	PERCENTAGE_OF_CAPACITY	ep_effect_bundle_pooled_resource_jurisdiction_level_2
ep_campaign_group_pooled_resource_jurisdiction_level_3	PERCENTAGE_OF_CAPACITY	ep_effect_bundle_pooled_resource_jurisdiction_level_3
ep_campaign_group_pooled_resource_jurisdiction_level_4	PERCENTAGE_OF_CAPACITY	ep_effect_bundle_pooled_resource_jurisdiction_level_4
ep_campaign_group_pooled_resource_jurisdiction_level_5	PERCENTAGE_OF_CAPACITY	ep_effect_bundle_pooled_resource_jurisdiction_level_5
ep_campaign_group_pooled_resource_jurisdiction_level_6	PERCENTAGE_OF_CAPACITY	ep_effect_bundle_pooled_resource_jurisdiction_level_6
ep_campaign_group_pooled_resource_jurisdiction_level_7	PERCENTAGE_OF_CAPACITY	ep_effect_bundle_pooled_resource_jurisdiction_level_7
ep_campaign_group_pooled_resource_money_level_0	ABSOLUTE_VALUE	ep_effect_bundle_pooled_resource_alignment_money_level_0
ep_campaign_group_pooled_resource_money_level_1	ABSOLUTE_VALUE	ep_effect_bundle_pooled_resource_alignment_money_level_1
ep_campaign_group_pooled_resource_money_level_2	ABSOLUTE_VALUE	ep_effect_bundle_pooled_resource_alignment_money_level_2
ep_campaign_group_pooled_resource_money_level_3	ABSOLUTE_VALUE	ep_effect_bundle_pooled_resource_alignment_money_level_3
ep_campaign_group_pooled_resource_money_level_4	ABSOLUTE_VALUE	ep_effect_bundle_pooled_resource_alignment_money_level_4
ep_campaign_group_pooled_resource_money_level_5	ABSOLUTE_VALUE	ep_effect_bundle_pooled_resource_alignment_money_level_5
ep_campaign_group_pooled_resource_reformation_level_1	PERCENTAGE_OF_CAPACITY	ep_effect_bundle_pooled_resource_reformation_level_1
ep_campaign_group_pooled_resource_reformation_level_2	PERCENTAGE_OF_CAPACITY	ep_effect_bundle_pooled_resource_reformation_level_2
ep_campaign_group_pooled_resource_reformation_level_3	PERCENTAGE_OF_CAPACITY	ep_effect_bundle_pooled_resource_reformation_level_3
ep_campaign_group_pooled_resource_reformation_level_4	PERCENTAGE_OF_CAPACITY	ep_effect_bundle_pooled_resource_reformation_level_4
ep_campaign_group_pooled_resource_reformation_level_5	PERCENTAGE_OF_CAPACITY	ep_effect_bundle_pooled_resource_reformation_level_5
ep_campaign_group_pooled_resource_sima_wei_level_1	PERCENTAGE_OF_CAPACITY	ep_effect_bundle_pooled_resource_sima_wei_level_1
ep_campaign_group_pooled_resource_sima_wei_level_2	PERCENTAGE_OF_CAPACITY	ep_effect_bundle_pooled_resource_sima_wei_level_2
ep_campaign_group_pooled_resource_sima_wei_level_3	PERCENTAGE_OF_CAPACITY	ep_effect_bundle_pooled_resource_sima_wei_level_3
ep_campaign_group_pooled_resource_sima_wei_level_4	PERCENTAGE_OF_CAPACITY	ep_effect_bundle_pooled_resource_sima_wei_level_4
ep_campaign_group_pooled_resource_subterfuge_level_1	PERCENTAGE_OF_CAPACITY	ep_effect_bundle_pooled_resource_subterfuge_level_1
ep_campaign_group_pooled_resource_subterfuge_level_2	PERCENTAGE_OF_CAPACITY	ep_effect_bundle_pooled_resource_subterfuge_level_2
ep_campaign_group_pooled_resource_subterfuge_level_3	PERCENTAGE_OF_CAPACITY	ep_effect_bundle_pooled_resource_subterfuge_level_3
ep_campaign_group_pooled_resource_subterfuge_level_4	PERCENTAGE_OF_CAPACITY	ep_effect_bundle_pooled_resource_subterfuge_level_4
ep_campaign_group_population_city_high	ABSOLUTE_VALUE	ep_effect_bundle_population_city_high
ep_campaign_group_population_city_low	ABSOLUTE_VALUE	ep_effect_bundle_population_city_low
ep_campaign_group_population_city_medium	ABSOLUTE_VALUE	ep_effect_bundle_population_city_medium
ep_campaign_group_population_city_super_high	ABSOLUTE_VALUE	ep_effect_bundle_population_city_super_high
ep_campaign_group_population_city_very_high	ABSOLUTE_VALUE	ep_effect_bundle_population_city_very_high
ep_campaign_group_population_city_very_low	ABSOLUTE_VALUE	ep_effect_bundle_population_city_very_low
ep_campaign_group_population_metropolis_high	ABSOLUTE_VALUE	ep_effect_bundle_population_metropolis_high
ep_campaign_group_population_metropolis_low	ABSOLUTE_VALUE	ep_effect_bundle_population_metropolis_low
ep_campaign_group_population_metropolis_medium	ABSOLUTE_VALUE	ep_effect_bundle_population_metropolis_medium
ep_campaign_group_population_town_high	ABSOLUTE_VALUE	ep_effect_bundle_population_town_high
ep_campaign_group_population_town_low	ABSOLUTE_VALUE	ep_effect_bundle_population_town_low
ep_campaign_group_population_town_medium	ABSOLUTE_VALUE	ep_effect_bundle_population_town_medium
ep_campaign_group_population_town_super_high	ABSOLUTE_VALUE	ep_effect_bundle_population_town_super_high
ep_campaign_group_population_town_very_high	ABSOLUTE_VALUE	ep_effect_bundle_population_town_very_high
ep_campaign_group_population_town_very_low	ABSOLUTE_VALUE	ep_effect_bundle_population_town_very_low
ep_campaign_group_population_village_high	ABSOLUTE_VALUE	ep_effect_bundle_population_village_high
ep_campaign_group_population_village_low	ABSOLUTE_VALUE	ep_effect_bundle_population_village_low
ep_campaign_group_population_village_medium	ABSOLUTE_VALUE	ep_effect_bundle_population_village_medium
ep_campaign_group_population_village_super_high	ABSOLUTE_VALUE	ep_effect_bundle_population_village_super_high
ep_campaign_group_population_village_very_high	ABSOLUTE_VALUE	ep_effect_bundle_population_village_very_high
ep_campaign_group_population_village_very_low	ABSOLUTE_VALUE	ep_effect_bundle_population_village_very_low
ep_campaign_group_supply_stockpile_abundant	ABSOLUTE_VALUE	ep_effect_bundle_supply_stockpile_6_abundant
ep_campaign_group_supply_stockpile_empty	ABSOLUTE_VALUE	ep_effect_bundle_supply_stockpile_0_empty
ep_campaign_group_supply_stockpile_full	ABSOLUTE_VALUE	ep_effect_bundle_supply_stockpile_5_full
ep_campaign_group_supply_stockpile_limited	ABSOLUTE_VALUE	ep_effect_bundle_supply_stockpile_1_limited
ep_campaign_group_supply_stockpile_stable	ABSOLUTE_VALUE	ep_effect_bundle_supply_stockpile_3_stable
ep_campaign_group_supply_stockpile_supplied	ABSOLUTE_VALUE	ep_effect_bundle_supply_stockpile_4_supplied
ep_campaign_group_supply_stockpile_tight	ABSOLUTE_VALUE	ep_effect_bundle_supply_stockpile_2_tight
