key	birth_year	max_age_for_birth_year	max_random_age	min_age_for_birth_year	min_random_age	has_valid_birth_year	min_spawn_year	min_spawn_year_round	max_spawn_year	max_spawn_year_round
3k_ytr_age_fixed_historical_han_xian_hero_water	159	80	50	0	18	true	141	0	199	999
3k_ytr_age_fixed_historical_he_man_hero_fire	169	80	50	0	18	true	151	0	249	999
3k_ytr_age_fixed_historical_he_yi_hero_wood	160	80	50	0	18	true	200	0	189	999
3k_ytr_age_fixed_historical_huang_shao_hero_metal	144	80	50	0	18	true	200	0	194	999
3k_ytr_age_fixed_historical_liao_hua_hero_wood	172	80	50	0	18	true	154	0	220	999
3k_ytr_age_fixed_historical_liu_pi_hero_water	140	80	50	0	18	true	122	0	190	999
3k_ytr_age_fixed_historical_pei_yuanshao_hero_wood	152	80	50	0	18	true	134	0	189	999
3k_ytr_age_fixed_historical_wang_du_hero_water	141	80	50	0	18	true	123	0	220	999
3k_ytr_age_fixed_historical_wang_rao_hero_metal	155	80	50	0	18	true	137	0	220	999
3k_ytr_age_fixed_historical_xu_he_hero_metal	165	80	50	0	18	true	147	0	215	999
3k_ytr_age_fixed_historical_zhang_kai_hero_wood	167	80	50	0	18	true	149	0	249	999
3k_ytr_age_fixed_historical_zhao_bo_hero_wood	138	80	50	0	18	true	120	0	220	999
3k_ytr_template_generated_gongxu_yan_hero_metal	169	80	50	0	18	true	151	0	249	999
ep_age_fixed_ancestral_lady_wu	236	1000	50	0	18	true	-10	0	-10	999
ep_historical_age_fixed_ancestral_sima_gui	220	1000	50	0	18	true	202	0	270	999
ep_historical_age_fixed_ancestral_sima_yan	236	1000	50	0	18	true	218	0	286	999
ep_historical_age_fixed_ancestral_sima_yi	179	1000	50	0	18	true	161	0	229	999
ep_historical_age_fixed_ancestral_sima_you	248	1000	50	0	18	true	230	0	298	999
ep_historical_age_fixed_generated_lady_cheng_hero_earth	266	1000	50	0	18	true	248	0	316	999
ep_historical_age_fixed_historical_bao_luan_hero_fire	261	80	50	0	18	true	243	0	235	999
ep_historical_age_fixed_historical_bao_xiangru_fire	269	80	50	0	18	true	251	0	235	999
ep_historical_age_fixed_historical_bian_bing_hero_wood	266	80	50	0	18	true	248	0	235	999
ep_historical_age_fixed_historical_bu_ci_hero_metal	269	80	50	0	18	true	251	0	235	999
ep_historical_age_fixed_historical_bu_jun_hero_fire	265	1000	50	0	18	true	247	0	315	999
ep_historical_age_fixed_historical_cao_huan_hero_earth	246	80	50	0	18	true	228	0	296	999
ep_historical_age_fixed_historical_chai_chang_hero_earth	265	80	50	0	18	true	247	0	235	999
ep_historical_age_fixed_historical_du_cha_hero_water	265	80	50	0	18	true	247	0	235	999
ep_historical_age_fixed_historical_fan_zhou_hero_water	259	80	50	0	18	true	241	0	235	999
ep_historical_age_fixed_historical_gongsun_hong_hero_water	258	80	50	0	18	true	240	0	308	999
ep_historical_age_fixed_historical_gu_zhen_hero_wood	269	80	50	0	18	true	251	0	235	999
ep_historical_age_fixed_historical_he_lun_hero_earth	258	80	50	0	18	true	240	0	308	999
ep_historical_age_fixed_historical_huang_xin_hero_metal	261	80	50	0	18	true	243	0	235	999
ep_historical_age_fixed_historical_huangfu_shang_hero_metal	245	80	50	0	18	true	227	0	235	999
ep_historical_age_fixed_historical_jia_mi_hero_fire	272	80	50	0	18	true	254	0	235	999
ep_historical_age_fixed_historical_jia_mo_hero_metal	259	80	50	0	18	true	241	0	235	999
ep_historical_age_fixed_historical_jin_hong_earth	260	80	50	0	18	true	242	0	310	999
ep_historical_age_fixed_historical_jin_yu_fire	258	80	50	0	18	true	240	0	231	999
ep_historical_age_fixed_historical_ku_song_hero_fire	272	80	50	0	18	true	254	0	235	999
ep_historical_age_fixed_historical_lady_bai_hero_earth	227	1000	50	0	18	true	209	0	277	999
ep_historical_age_fixed_historical_lady_cheng_hero_earth	256	1000	50	0	18	true	238	0	306	999
ep_historical_age_fixed_historical_lady_fu_hero_water	207	1000	50	0	18	true	189	0	257	999
ep_historical_age_fixed_historical_lady_gu_yanyan_hero_metal	273	1000	50	0	18	true	255	0	232	999
ep_historical_age_fixed_historical_lady_hua_jinting_hero_water	272	80	50	0	18	true	254	0	322	999
ep_historical_age_fixed_historical_lady_lu_lianshi_hero_earth	269	1000	50	0	18	true	251	0	232	999
ep_historical_age_fixed_historical_lady_shen_hero_water	232	1000	50	0	18	true	214	0	282	999
ep_historical_age_fixed_historical_li_han_hero_earth	246	80	50	0	18	true	228	0	235	999
ep_historical_age_fixed_historical_liang_shi_hero_earth	267	80	50	0	18	true	249	0	235	999
ep_historical_age_fixed_historical_liu_qi_hero_metal	235	80	50	0	18	true	217	0	285	999
ep_historical_age_fixed_historical_liu_qin_hero_wood	264	80	50	0	18	true	246	0	235	999
ep_historical_age_fixed_historical_lu_ji_hero_water	261	80	50	0	18	true	242	0	310	999
ep_historical_age_fixed_historical_lu_yun_hero_fire	264	80	50	0	18	true	0	0	999	999
ep_historical_age_fixed_historical_lu_zhi_hero_water	256	80	50	0	18	true	238	0	306	999
ep_historical_age_fixed_historical_luo_luban_metal	246	80	50	0	18	true	228	0	296	999
ep_historical_age_fixed_historical_pei_wei_hero_earth	255	80	50	0	18	true	237	0	235	999
ep_historical_age_fixed_historical_princess_pei_hero_metal	254	80	50	0	18	true	236	0	304	999
ep_historical_age_fixed_historical_qi_sheng_hero_metal	255	80	50	0	18	true	237	0	305	999
ep_historical_age_fixed_historical_qian_pu_hero_water	266	80	50	0	18	true	248	0	235	999
ep_historical_age_fixed_historical_que_chang_hero_wood	257	80	50	0	18	true	239	0	235	999
ep_historical_age_fixed_historical_shen_chuan_hero_fire	267	80	50	0	18	true	249	0	235	999
ep_historical_age_fixed_historical_shi_chao_hero_metal	268	80	50	0	18	true	250	0	235	999
ep_historical_age_fixed_historical_shi_wei_fire	266	80	50	0	18	true	248	0	231	999
ep_historical_age_fixed_historical_shu_yu_hero_metal	264	80	50	0	18	true	246	0	235	999
ep_historical_age_fixed_historical_sima_ai_hero_wood	272	1000	50	0	18	true	254	0	322	999
ep_historical_age_fixed_historical_sima_bing_hero_water	282	80	50	0	18	true	264	0	332	999
ep_historical_age_fixed_historical_sima_chang_hero_wood	265	80	50	0	18	true	247	0	315	999
ep_historical_age_fixed_historical_sima_chao_hero_fire	280	80	50	0	18	true	262	0	330	999
ep_historical_age_fixed_historical_sima_chi_hero_water	272	80	50	0	18	true	254	0	322	999
ep_historical_age_fixed_historical_sima_cui_hero_metal	250	80	50	0	18	true	235	0	303	999
ep_historical_age_fixed_historical_sima_dan_hero_earth	262	80	50	0	18	true	244	0	312	999
ep_historical_age_fixed_historical_sima_di_hero_water	267	80	50	0	18	true	249	0	317	999
ep_historical_age_fixed_historical_sima_fan_hero_wood	286	80	50	0	18	true	268	0	336	999
ep_historical_age_fixed_historical_sima_fu_hero_earth	267	80	50	0	18	true	249	0	317	999
ep_historical_age_fixed_historical_sima_fu_hero_metal	264	80	50	0	18	true	246	0	314	999
ep_historical_age_fixed_historical_sima_gan_hero_metal	232	80	50	0	18	true	214	0	282	999
ep_historical_age_fixed_historical_sima_hong_hero_metal	261	80	50	0	18	true	243	0	311	999
ep_historical_age_fixed_historical_sima_huang_hero_wood	240	80	50	0	18	true	222	0	290	999
ep_historical_age_fixed_historical_sima_hun_hero_earth	261	80	50	0	18	true	243	0	311	999
ep_historical_age_fixed_historical_sima_ji_hero_fire	257	80	50	0	18	true	239	0	307	999
ep_historical_age_fixed_historical_sima_ji_hero_water	265	80	50	0	18	true	247	0	315	999
ep_historical_age_fixed_historical_sima_jian_hero_earth	239	80	50	0	18	true	221	0	289	999
ep_historical_age_fixed_historical_sima_jian_hero_water	262	80	50	0	18	true	244	0	312	999
ep_historical_age_fixed_historical_sima_jiong_hero_earth	264	1000	50	0	18	true	246	0	314	999
ep_historical_age_fixed_historical_sima_ju_hero_earth	253	80	50	0	18	true	232	0	300	999
ep_historical_age_fixed_historical_sima_jun_hero_wood	270	80	50	0	18	true	252	0	320	999
ep_historical_age_fixed_historical_sima_kuo_hero_metal	290	80	50	0	18	true	272	0	340	999
ep_historical_age_fixed_historical_sima_liang_hero_earth	272	80	50	0	18	true	254	0	322	999
ep_historical_age_fixed_historical_sima_liang_hero_wood	229	1000	50	0	18	true	211	0	279	999
ep_historical_age_fixed_historical_sima_lun_hero_earth	247	1000	50	0	18	true	229	0	297	999
ep_historical_age_fixed_historical_sima_mao_hero_metal	244	80	50	0	18	true	226	0	294	999
ep_historical_age_fixed_historical_sima_mao_hero_water	252	80	50	0	18	true	234	0	302	999
ep_historical_age_fixed_historical_sima_mo_hero_fire	254	80	50	0	18	true	236	0	304	999
ep_historical_age_fixed_historical_sima_mu_hero_fire	256	80	50	0	18	true	238	0	306	999
ep_historical_age_fixed_historical_sima_pi_hero_wood	275	80	50	0	18	true	257	0	325	999
ep_historical_age_fixed_historical_sima_pu_hero_fire	288	80	50	0	18	true	270	0	338	999
ep_historical_age_fixed_historical_sima_qian_hero_water	270	80	50	0	18	true	252	0	320	999
ep_historical_age_fixed_historical_sima_rong_hero_metal	245	80	50	0	18	true	227	0	295	999
ep_historical_age_fixed_historical_sima_rong_hero_water	255	80	50	0	18	true	237	0	305	999
ep_historical_age_fixed_historical_sima_rui_hero_fire	269	80	50	0	18	true	251	0	319	999
ep_historical_age_fixed_historical_sima_shi_hero_water	266	80	50	0	18	true	248	0	316	999
ep_historical_age_fixed_historical_sima_shuo_hero_earth	290	80	50	0	18	true	272	0	340	999
ep_historical_age_fixed_historical_sima_song_hero_earth	268	80	50	0	18	true	250	0	318	999
ep_historical_age_fixed_historical_sima_sui_hero_water	265	80	50	0	18	true	247	0	315	999
ep_historical_age_fixed_historical_sima_tai_hero_fire	225	80	50	0	18	true	207	0	275	999
ep_historical_age_fixed_historical_sima_tai_hero_metal	250	80	50	0	18	true	232	0	300	999
ep_historical_age_fixed_historical_sima_teng_hero_metal	266	80	50	0	18	true	248	0	316	999
ep_historical_age_fixed_historical_sima_wei_1_hero_fire	270	1000	50	0	18	true	252	0	320	999
ep_historical_age_fixed_historical_sima_wei_2_hero_fire	258	80	50	0	18	true	240	0	308	999
ep_historical_age_fixed_historical_sima_xi_hero_metal	283	80	50	0	18	true	265	0	333	999
ep_historical_age_fixed_historical_sima_xia_hero_fire	272	80	50	0	18	true	254	0	322	999
ep_historical_age_fixed_historical_sima_xiao_hero_metal	270	80	50	0	18	true	252	0	320	999
ep_historical_age_fixed_historical_sima_xin_hero_fire	268	80	50	0	18	true	250	0	318	999
ep_historical_age_fixed_historical_sima_xu_hero_metal	275	80	50	0	18	true	257	0	325	999
ep_historical_age_fixed_historical_sima_yan_hero_metal	272	80	50	0	18	true	254	0	322	999
ep_historical_age_fixed_historical_sima_yang_hero_water	261	80	50	0	18	true	243	0	311	999
ep_historical_age_fixed_historical_sima_yang_hero_wood	262	80	50	0	18	true	244	0	312	999
ep_historical_age_fixed_historical_sima_yao_hero_earth	265	80	50	0	18	true	247	0	315	999
ep_historical_age_fixed_historical_sima_yao_hero_wood	252	80	50	0	18	true	234	0	302	999
ep_historical_age_fixed_historical_sima_yi_hero_earth	288	80	50	0	18	true	270	0	338	999
ep_historical_age_fixed_historical_sima_yi_hero_wood	251	80	50	0	18	true	233	0	301	999
ep_historical_age_fixed_historical_sima_yin_hero_earth	266	80	50	0	18	true	248	0	316	999
ep_historical_age_fixed_historical_sima_ying_hero_metal	283	80	50	0	18	true	265	0	333	999
ep_historical_age_fixed_historical_sima_ying_hero_water	272	1000	50	0	18	true	254	0	322	999
ep_historical_age_fixed_historical_sima_yong_hero_fire	244	1000	50	0	18	true	226	0	294	999
ep_historical_age_fixed_historical_sima_yong_hero_water	251	80	50	0	18	true	233	0	301	999
ep_historical_age_fixed_historical_sima_you_hero_wood	266	80	50	0	18	true	248	0	316	999
ep_historical_age_fixed_historical_sima_yue_hero_metal	254	1000	50	0	18	true	236	0	304	999
ep_historical_age_fixed_historical_sima_yun_hero_metal	272	80	50	0	18	true	254	0	322	999
ep_historical_age_fixed_historical_sima_zan_hero_water	268	1000	50	0	18	true	250	0	318	999
ep_historical_age_fixed_historical_sima_zhan_hero_earth	257	80	50	0	18	true	239	0	307	999
ep_historical_age_fixed_historical_sima_zhan_hero_metal	259	80	50	0	18	true	241	0	309	999
ep_historical_age_fixed_historical_sima_zhi_hero_earth	232	80	50	0	18	true	214	0	282	999
ep_historical_age_fixed_historical_sima_zhong_hero_fire	271	80	50	0	18	true	253	0	321	999
ep_historical_age_fixed_historical_sima_zong_hero_wood	278	80	50	0	18	true	260	0	328	999
ep_historical_age_fixed_historical_song_wei_hero_earth	255	80	50	0	18	true	237	0	235	999
ep_historical_age_fixed_historical_song_zhou_hero_earth	270	80	50	0	18	true	252	0	235	999
ep_historical_age_fixed_historical_su_ting_hero_metal	265	80	50	0	18	true	247	0	235	999
ep_historical_age_fixed_historical_sun_xiu_hero_water	243	80	50	0	18	true	225	0	293	999
ep_historical_age_fixed_historical_tang_si_hero_fire	260	80	50	0	18	true	242	0	235	999
ep_historical_age_fixed_historical_tang_wen_wood	258	80	50	0	18	true	240	0	231	999
ep_historical_age_fixed_historical_wan_buyi_fire	245	80	50	0	18	true	227	0	231	999
ep_historical_age_fixed_historical_wang_bao_hero_wood	265	80	50	0	18	true	247	0	315	999
ep_historical_age_fixed_historical_wei_guan_hero_water	220	80	50	0	18	true	202	0	270	999
ep_historical_age_fixed_historical_xi_kan_hero_earth	268	80	50	0	18	true	250	0	235	999
ep_historical_age_fixed_historical_xu_yan_hero_water	257	80	50	0	18	true	239	0	235	999
ep_historical_age_fixed_historical_yang_zhuo_hero_earth	262	80	50	0	18	true	244	0	235	999
ep_historical_age_fixed_historical_ying_xiang_earth	268	80	50	0	18	true	250	0	318	999
ep_historical_age_fixed_historical_zhang_fang_hero_fire	249	80	50	0	18	true	231	0	299	999
ep_historical_age_fixed_historical_zhang_hua_hero_water	232	80	50	0	18	true	214	0	235	999
ep_historical_age_fixed_historical_zheng_dan_hero_wood	260	80	50	0	18	true	242	0	235	999
ep_historical_age_fixed_historical_zong_yi_hero_fire	258	80	50	0	18	true	240	0	235	999
ep_historical_age_fixed_historical_zuo_cen_hero_wood	269	80	50	0	18	true	251	0	235	999
ep_temporary_fixed_age	260	80	50	0	18	true	-10	0	-10	999
