ceo_initial_data	stage	initial_data_stage
3k_main_ceo_initial_data_character_historical_yan_xiang	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_yan_xiang	17	3k_main_ceo_initial_data_stage_character_childhood_metal
3k_main_ceo_initial_data_character_historical_yan_xiang	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_yan_xiang	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_yan_xiang	3	3k_main_ceo_initial_data_character_generic_metal_ancillaries_01
3k_main_ceo_initial_data_character_historical_yan_xiang	4	3k_main_ceo_initial_data_equipment_permissions_unique_metal
3k_main_ceo_initial_data_character_historical_yan_xing	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_yan_xing	11	3k_main_ceo_initial_data_stage_character_traits_historical_yan_xing
3k_main_ceo_initial_data_character_historical_yan_xing	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_yan_xing	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_yan_xing	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_yan_xing	17	3k_main_ceo_initial_data_stage_character_childhood_metal
3k_main_ceo_initial_data_character_historical_yan_xing	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_yan_xing	20	3k_main_ceo_initial_data_stage_character_potential_legendary
3k_main_ceo_initial_data_character_historical_yan_xing	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_yan_xing	3	3k_main_ceo_initial_data_character_historical_yan_xing_ancillaries
3k_main_ceo_initial_data_character_historical_yan_xing	4	3k_ytr_ceo_initial_data_equipment_permissions_unique_all
3k_main_ceo_initial_data_character_historical_yan_yan	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_yan_yan	11	3k_main_ceo_initial_data_stage_character_traits_historical_yan_yan
3k_main_ceo_initial_data_character_historical_yan_yan	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_yan_yan	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_yan_yan	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_yan_yan	17	3k_main_ceo_initial_data_stage_character_childhood_metal
3k_main_ceo_initial_data_character_historical_yan_yan	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_yan_yan	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_yan_yan	3	3k_main_ceo_initial_data_character_historical_yan_yan_ancillaries
3k_main_ceo_initial_data_character_historical_yan_yan	4	3k_main_ceo_initial_data_equipment_permissions_unique_metal
3k_main_ceo_initial_data_character_historical_yan_yu	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_yan_yu	11	3k_main_initial_data_stage_character_traits_historical_yan_yu
3k_main_ceo_initial_data_character_historical_yan_yu	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_yan_yu	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_yan_yu	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_yan_yu	17	3k_main_ceo_initial_data_stage_character_childhood_wood
3k_main_ceo_initial_data_character_historical_yan_yu	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_yan_yu	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_yan_yu	3	3k_dlc05_ceo_initial_data_character_historical_yan_yu_ancillaries
3k_main_ceo_initial_data_character_historical_yan_yu	4	3k_main_ceo_initial_data_equipment_permissions_generic_wood
3k_main_ceo_initial_data_character_historical_yang_ang	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_yang_ang	11	3k_main_ceo_initial_data_stage_character_traits_historical_yang_ang
3k_main_ceo_initial_data_character_historical_yang_ang	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_yang_ang	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_yang_ang	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_yang_ang	17	3k_main_ceo_initial_data_stage_character_childhood_fire
3k_main_ceo_initial_data_character_historical_yang_ang	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_yang_ang	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_yang_ang	3	3k_main_ceo_initial_data_character_historical_yang_ang_ancillaries
3k_main_ceo_initial_data_character_historical_yang_ang	4	3k_main_ceo_initial_data_equipment_permissions_unique_fire
3k_main_ceo_initial_data_character_historical_yang_biao	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_yang_biao	11	3k_main_ceo_initial_data_stage_character_traits_historical_yang_biao
3k_main_ceo_initial_data_character_historical_yang_biao	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_yang_biao	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_yang_biao	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_yang_biao	17	3k_main_ceo_initial_data_stage_character_childhood_fire
3k_main_ceo_initial_data_character_historical_yang_biao	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_yang_biao	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_yang_biao	3	3k_main_ceo_initial_data_character_historical_yang_biao_ancillaries
3k_main_ceo_initial_data_character_historical_yang_biao	4	3k_main_ceo_initial_data_equipment_permissions_unique_fire
3k_main_ceo_initial_data_character_historical_yang_bo	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_yang_bo	11	3k_main_ceo_initial_data_stage_character_traits_historical_yang_bo
3k_main_ceo_initial_data_character_historical_yang_bo	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_yang_bo	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_yang_bo	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_yang_bo	17	3k_main_ceo_initial_data_stage_character_childhood_metal
3k_main_ceo_initial_data_character_historical_yang_bo	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_yang_bo	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_yang_bo	3	3k_main_ceo_initial_data_character_historical_yang_bo_ancillaries
3k_main_ceo_initial_data_character_historical_yang_bo	4	3k_main_ceo_initial_data_equipment_permissions_unique_metal
3k_main_ceo_initial_data_character_historical_yang_chou	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_yang_chou	11	3k_main_ceo_initial_data_stage_character_traits_historical_yang_chou
3k_main_ceo_initial_data_character_historical_yang_chou	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_yang_chou	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_yang_chou	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_yang_chou	17	3k_main_ceo_initial_data_stage_character_childhood_water
3k_main_ceo_initial_data_character_historical_yang_chou	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_yang_chou	20	3k_main_ceo_initial_data_stage_character_potential_legendary
3k_main_ceo_initial_data_character_historical_yang_chou	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_yang_chou	3	3k_main_ceo_initial_data_character_historical_yang_chou_ancillaries
3k_main_ceo_initial_data_character_historical_yang_chou	4	3k_main_ceo_initial_data_equipment_permissions_unique_water
3k_main_ceo_initial_data_character_historical_yang_ding_ironic	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_yang_ding_ironic	11	3k_main_ceo_initial_data_stage_character_traits_historical_yang_ding_ironic
3k_main_ceo_initial_data_character_historical_yang_ding_ironic	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_yang_ding_ironic	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_yang_ding_ironic	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_yang_ding_ironic	17	3k_main_ceo_initial_data_stage_character_childhood_fire
3k_main_ceo_initial_data_character_historical_yang_ding_ironic	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_yang_ding_ironic	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_yang_ding_ironic	3	3k_main_ceo_initial_data_character_generic_fire_ancillaries_01
3k_main_ceo_initial_data_character_historical_yang_ding_ironic	4	3k_main_ceo_initial_data_equipment_permissions_unique_fire
3k_main_ceo_initial_data_character_historical_yang_feng	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_yang_feng	11	3k_main_ceo_initial_data_stage_character_traits_historical_yang_feng
3k_main_ceo_initial_data_character_historical_yang_feng	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_yang_feng	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_yang_feng	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_yang_feng	17	3k_main_ceo_initial_data_stage_character_childhood_fire
3k_main_ceo_initial_data_character_historical_yang_feng	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_yang_feng	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_yang_feng	3	3k_main_ceo_initial_data_character_historical_yang_feng_ancillaries
3k_main_ceo_initial_data_character_historical_yang_feng	4	3k_main_ceo_initial_data_equipment_permissions_unique_fire
3k_main_ceo_initial_data_character_historical_yang_feng_nw	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_yang_feng_nw	11	3k_main_ceo_initial_data_stage_character_traits_historical_yang_feng_nw
3k_main_ceo_initial_data_character_historical_yang_feng_nw	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_yang_feng_nw	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_yang_feng_nw	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_yang_feng_nw	17	3k_main_ceo_initial_data_stage_character_childhood_fire
3k_main_ceo_initial_data_character_historical_yang_feng_nw	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_yang_feng_nw	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_yang_feng_nw	3	3k_main_ceo_initial_data_character_historical_yang_feng_nw_ancillaries
3k_main_ceo_initial_data_character_historical_yang_feng_nw	4	3k_main_ceo_initial_data_equipment_permissions_unique_fire
3k_main_ceo_initial_data_character_historical_yang_fu	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_yang_fu	11	3k_main_ceo_initial_data_stage_character_traits_historical_yang_fu
3k_main_ceo_initial_data_character_historical_yang_fu	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_yang_fu	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_yang_fu	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_yang_fu	17	3k_main_ceo_initial_data_stage_character_childhood_wood
3k_main_ceo_initial_data_character_historical_yang_fu	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_yang_fu	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_yang_fu	3	3k_main_ceo_initial_data_character_generic_wood_ancillaries_02
3k_main_ceo_initial_data_character_historical_yang_fu	4	3k_main_ceo_initial_data_equipment_permissions_unique_wood
3k_main_ceo_initial_data_character_historical_yang_hong	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_yang_hong	11	3k_main_ceo_initial_data_stage_character_traits_historical_yang_hong
3k_main_ceo_initial_data_character_historical_yang_hong	13	3k_main_ceo_initial_data_equipment_permissions_unique_metal
3k_main_ceo_initial_data_character_historical_yang_hong	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_yang_hong	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_yang_hong	17	3k_main_ceo_initial_data_stage_character_childhood_metal
3k_main_ceo_initial_data_character_historical_yang_hong	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_yang_hong	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_yang_hong	3	3k_main_ceo_initial_data_character_historical_yang_hong_ancillaries
3k_main_ceo_initial_data_character_historical_yang_hong	4	3k_main_ceo_initial_data_equipment_permissions_unique_metal
3k_main_ceo_initial_data_character_historical_yang_hong_title_ironic	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_yang_hong_title_ironic	11	3k_main_ceo_initial_data_stage_character_traits_historical_yang_hong_title_ironic
3k_main_ceo_initial_data_character_historical_yang_hong_title_ironic	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_yang_hong_title_ironic	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_yang_hong_title_ironic	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_yang_hong_title_ironic	17	3k_main_ceo_initial_data_stage_character_childhood_wood
3k_main_ceo_initial_data_character_historical_yang_hong_title_ironic	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_yang_hong_title_ironic	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_yang_hong_title_ironic	3	3k_main_ceo_initial_data_character_generic_wood_ancillaries_01
3k_main_ceo_initial_data_character_historical_yang_hong_title_ironic	4	3k_main_ceo_initial_data_equipment_permissions_unique_wood
3k_main_ceo_initial_data_character_historical_yang_huai_title	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_yang_huai_title	11	3k_main_ceo_initial_data_stage_character_traits_historical_yang_huai_title
3k_main_ceo_initial_data_character_historical_yang_huai_title	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_yang_huai_title	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_yang_huai_title	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_yang_huai_title	17	3k_main_ceo_initial_data_stage_character_childhood_metal
3k_main_ceo_initial_data_character_historical_yang_huai_title	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_yang_huai_title	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_yang_huai_title	3	3k_main_ceo_initial_data_character_generic_metal_ancillaries_01
3k_main_ceo_initial_data_character_historical_yang_huai_title	4	3k_main_ceo_initial_data_equipment_permissions_unique_metal
3k_main_ceo_initial_data_character_historical_yang_jun	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_yang_jun	11	3k_main_ceo_initial_data_stage_character_traits_historical_yang_jun
3k_main_ceo_initial_data_character_historical_yang_jun	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_yang_jun	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_yang_jun	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_yang_jun	17	3k_main_ceo_initial_data_stage_character_childhood_metal
3k_main_ceo_initial_data_character_historical_yang_jun	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_yang_jun	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_yang_jun	3	3k_main_ceo_initial_data_character_generic_metal_ancillaries_01
3k_main_ceo_initial_data_character_historical_yang_jun	4	3k_main_ceo_initial_data_equipment_permissions_unique_metal
3k_main_ceo_initial_data_character_historical_yang_kui	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_yang_kui	11	3k_main_ceo_initial_data_stage_character_traits_historical_yang_kui
3k_main_ceo_initial_data_character_historical_yang_kui	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_yang_kui	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_yang_kui	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_yang_kui	17	3k_main_ceo_initial_data_stage_character_childhood_earth
3k_main_ceo_initial_data_character_historical_yang_kui	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_yang_kui	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_yang_kui	3	3k_main_ceo_initial_data_character_historical_yang_kui_ancillaries
3k_main_ceo_initial_data_character_historical_yang_kui	4	3k_main_ceo_initial_data_equipment_permissions_unique_earth
3k_main_ceo_initial_data_character_historical_yang_ling_title_ironic	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_yang_ling_title_ironic	11	3k_main_ceo_initial_data_stage_character_traits_historical_yang_ling_title_ironic
3k_main_ceo_initial_data_character_historical_yang_ling_title_ironic	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_yang_ling_title_ironic	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_yang_ling_title_ironic	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_yang_ling_title_ironic	17	3k_main_ceo_initial_data_stage_character_childhood_fire
3k_main_ceo_initial_data_character_historical_yang_ling_title_ironic	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_yang_ling_title_ironic	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_yang_ling_title_ironic	3	3k_main_ceo_initial_data_character_generic_fire_ancillaries_01
3k_main_ceo_initial_data_character_historical_yang_ling_title_ironic	4	3k_main_ceo_initial_data_equipment_permissions_unique_fire
3k_main_ceo_initial_data_character_historical_yang_qianwan	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_yang_qianwan	11	3k_main_ceo_initial_data_stage_character_traits_historical_yang_qianwan
3k_main_ceo_initial_data_character_historical_yang_qianwan	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_yang_qianwan	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_yang_qianwan	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_yang_qianwan	17	3k_main_ceo_initial_data_stage_character_childhood_wood
3k_main_ceo_initial_data_character_historical_yang_qianwan	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_yang_qianwan	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_yang_qianwan	3	3k_main_ceo_initial_data_character_historical_yang_qianwan_ancillaries
3k_main_ceo_initial_data_character_historical_yang_qianwan	4	3k_main_ceo_initial_data_equipment_permissions_unique_wood
3k_main_ceo_initial_data_character_historical_yang_qiu	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_yang_qiu	11	3k_main_ceo_initial_data_stage_character_traits_historical_yang_qiu
3k_main_ceo_initial_data_character_historical_yang_qiu	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_yang_qiu	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_yang_qiu	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_yang_qiu	17	3k_main_ceo_initial_data_stage_character_childhood_wood
3k_main_ceo_initial_data_character_historical_yang_qiu	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_yang_qiu	20	3k_main_ceo_initial_data_stage_character_potential_legendary
3k_main_ceo_initial_data_character_historical_yang_qiu	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_yang_qiu	3	3k_main_ceo_initial_data_character_historical_yang_qiu_ancillaries
3k_main_ceo_initial_data_character_historical_yang_qiu	4	3k_main_ceo_initial_data_equipment_permissions_unique_wood
3k_main_ceo_initial_data_character_historical_yang_ren	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_yang_ren	11	3k_main_ceo_initial_data_stage_character_traits_historical_yang_ren
3k_main_ceo_initial_data_character_historical_yang_ren	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_yang_ren	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_yang_ren	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_yang_ren	17	3k_main_ceo_initial_data_stage_character_childhood_fire
3k_main_ceo_initial_data_character_historical_yang_ren	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_yang_ren	20	3k_main_ceo_initial_data_stage_character_potential_legendary
3k_main_ceo_initial_data_character_historical_yang_ren	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_yang_ren	3	3k_main_ceo_initial_data_character_historical_yang_ren_ancillaries
3k_main_ceo_initial_data_character_historical_yang_ren	4	3k_main_ceo_initial_data_equipment_permissions_unique_fire
3k_main_ceo_initial_data_character_historical_yang_song	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_yang_song	11	3k_main_ceo_initial_data_stage_character_traits_historical_yang_song
3k_main_ceo_initial_data_character_historical_yang_song	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_yang_song	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_yang_song	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_yang_song	17	3k_main_ceo_initial_data_stage_character_childhood_earth
3k_main_ceo_initial_data_character_historical_yang_song	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_yang_song	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_yang_song	3	3k_main_ceo_initial_data_character_historical_yang_song_ancillaries
3k_main_ceo_initial_data_character_historical_yang_song	4	3k_main_ceo_initial_data_equipment_permissions_unique_earth
3k_main_ceo_initial_data_character_historical_yang_xiu	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_yang_xiu	11	3k_main_ceo_initial_data_stage_character_traits_historical_yang_xiu
3k_main_ceo_initial_data_character_historical_yang_xiu	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_yang_xiu	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_yang_xiu	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_yang_xiu	17	3k_main_ceo_initial_data_stage_character_childhood_water
3k_main_ceo_initial_data_character_historical_yang_xiu	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_yang_xiu	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_yang_xiu	3	3k_main_ceo_initial_data_character_historical_yang_xiu_ancillaries
3k_main_ceo_initial_data_character_historical_yang_xiu	4	3k_main_ceo_initial_data_equipment_permissions_unique_water
3k_main_ceo_initial_data_character_historical_yang_yi_ironic	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_yang_yi_ironic	11	3k_main_ceo_initial_data_stage_character_traits_historical_yang_yi_ironic
3k_main_ceo_initial_data_character_historical_yang_yi_ironic	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_yang_yi_ironic	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_yang_yi_ironic	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_yang_yi_ironic	17	3k_main_ceo_initial_data_stage_character_childhood_fire
3k_main_ceo_initial_data_character_historical_yang_yi_ironic	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_yang_yi_ironic	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_yang_yi_ironic	3	3k_main_ceo_initial_data_character_generic_fire_ancillaries_01
3k_main_ceo_initial_data_character_historical_yang_yi_ironic	4	3k_main_ceo_initial_data_equipment_permissions_unique_fire
3k_main_ceo_initial_data_character_historical_yang_yi_title	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_yang_yi_title	11	3k_main_ceo_initial_data_stage_character_traits_historical_yang_yi_title
3k_main_ceo_initial_data_character_historical_yang_yi_title	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_yang_yi_title	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_yang_yi_title	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_yang_yi_title	17	3k_main_ceo_initial_data_stage_character_childhood_water
3k_main_ceo_initial_data_character_historical_yang_yi_title	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_yang_yi_title	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_yang_yi_title	3	3k_main_ceo_initial_data_character_generic_water_ancillaries_01
3k_main_ceo_initial_data_character_historical_yang_yi_title	4	3k_main_ceo_initial_data_equipment_permissions_unique_water
3k_main_ceo_initial_data_character_historical_yang_yong_title	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_yang_yong_title	11	3k_main_ceo_initial_data_stage_character_traits_historical_yang_yong_title
3k_main_ceo_initial_data_character_historical_yang_yong_title	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_yang_yong_title	14	3k_main_ceo_initial_data_stage_character_protagonist
